camis,dba,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,grade,grade_date,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,location
50132573,MONTE CARLO DINER,Manhattan,2162,2 AVENUE,10029.0,9175197484,American,2023-08-04,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,32.0,,,2026-07-01T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.793905035293,-73.940026335276,111.0,8.0,18000.0,1052866.0,1016830001.0,MN34,POINT (-73.940026335276 40.793905035293)
50149025,THE BUTCHER'S DAUGHTER,Manhattan,19,KENMARE STREET,10012.0,2122193434,Vegetarian,2025-10-07,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,9.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.720533954323,-73.994682435308,102.0,1.0,4100.0,1007131.0,1004780012.0,MN24,POINT (-73.994682435308 40.720533954323)
50093120,MELONPANNA TEA & SHOT,Brooklyn,5105,7TH AVE,11220.0,3478895808,Bakery Products/Desserts,2026-05-22,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,16.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.641772572728,-74.006594038526,307.0,38.0,10800.0,3013732.0,3008020007.0,BK34,POINT (-74.006594038526 40.641772572728)
50132290,BURGER KING,Bronx,213,EAST FORDHAM ROAD,10458.0,7187360999,Hamburgers,2023-07-12,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2023-07-12T00:00:00.000,2026-07-01T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.862371839312,-73.896515680135,207.0,15.0,39901.0,2013607.0,2031540001.0,BX05,POINT (-73.896515680135 40.862371839312)
50148540,NOMAD TEA PARLOUR,Manhattan,244,5 AVENUE,10001.0,3476218425,Chinese,2026-01-20,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,10.0,A,2026-01-20T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.744514399107,-73.987426669198,105.0,2.0,5800.0,1015690.0,1008290040.0,MN13,POINT (-73.987426669198 40.744514399107)
50006046,LITTLE CAESARS,Brooklyn,1110,PENNSYLVANIA AVENUE,11207.0,7184843666,Pizza,2023-03-28,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12.0,A,2023-03-28T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.653439806946,-73.88680766189,305.0,42.0,110400.0,3348650.0,3044120001.0,BK82,POINT (-73.88680766189 40.653439806946)
50147392,LA FLOR DEL PARAISO,Queens,1715,CORNELIA STREET,11385.0,3476107646,Latin American,2025-01-02,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,42.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.700345741758,-73.905452560641,405.0,34.0,55100.0,4082752.0,4034610053.0,QN20,POINT (-73.905452560641 40.700345741758)
50121060,GOLDEN WONTON KING,Queens,154-01,NORTHERN BOULEVARD,11354.0,7187990033,Chinese,2023-12-04,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,26.0,,,2026-07-01T06:00:14.000,Pre-permit (Operational) / Second Compliance Inspection,40.764656712982,-73.810848066703,407.0,19.0,117100.0,4119175.0,4052650007.0,QN51,POINT (-73.810848066703 40.764656712982)
50150032,CAFETERIA,Manhattan,1,MADISON AVENUE,10010.0,6465310285,American,2026-05-28,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,4.0,A,2026-05-28T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Re-inspection,40.740902347364,-73.987947003618,105.0,2.0,5600.0,1088749.0,1008530002.0,MN13,POINT (-73.987947003618 40.740902347364)
50119889,Mistura Peruana,Queens,132-04,CROSSBAY BOULEVARD,11417.0,7183224322,Peruvian,2025-08-05,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12.0,A,2025-08-05T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.676549558732,-73.843682658193,410.0,32.0,5800.0,4245347.0,4113540022.0,QN56,POINT (-73.843682658193 40.676549558732)
50048582,FORTUNE HOUSE OF CHEN,Brooklyn,895,CLARKSON AVENUE,11203.0,7183639555,Chinese,2026-05-04,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,2026-05-04T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.656786212848,-73.928263710818,317.0,41.0,87800.0,3100250.0,3046220029.0,BK60,POINT (-73.928263710818 40.656786212848)
50148453,OISHI BAY SUSHI,Manhattan,230,EAST   29 STREET,10016.0,9172146549,Japanese,2025-03-11,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27.0,B,2025-03-11T00:00:00.000,2026-07-01T06:00:14.000,Pre-permit (Operational) / Re-inspection,40.74222963199,-73.979599715101,106.0,2.0,6600.0,1019904.0,1009090038.0,MN20,POINT (-73.979599715101 40.74222963199)
50172915,LA GELATERIA,Manhattan,23,WEST   23 STREET,10010.0,7578180759,Italian,2025-12-10,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,43.0,,,2026-07-01T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.741967560086,-73.990559537558,105.0,3.0,5800.0,1015582.0,1008250029.0,MN13,POINT (-73.990559537558 40.741967560086)
50145500,DREAM HOUSE,Brooklyn,194,RALPH AVENUE,11233.0,7187552628,Asian/Asian Fusion,2024-10-11,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,26.0,,,2026-07-01T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.683124276393,-73.92276926348,303.0,41.0,38100.0,3047323.0,3016780054.0,BK61,POINT (-73.92276926348 40.683124276393)
40625346,ROLF'S,Manhattan,281,3 AVENUE,10010.0,2124774750,German,2024-06-12,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,2024-06-12T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.738060990994,-73.983689457607,106.0,2.0,6400.0,1019649.0,1009020055.0,MN21,POINT (-73.983689457607 40.738060990994)
41534020,MARK'S RED HOOK PIZZA,Brooklyn,326,VAN BRUNT STREET,11231.0,7186240690,Pizza,2026-06-23,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,28.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.678736140451,-74.011280998204,306.0,38.0,5300.0,3008475.0,3005450021.0,BK33,POINT (-74.011280998204 40.678736140451)
41555424,BEST DELI,Brooklyn,4106,2 AVENUE,11232.0,7187683289,American,2024-03-26,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2024-03-26T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.654024854515,-74.011806586258,307.0,38.0,200.0,3010643.0,3007160037.0,BK32,POINT (-74.011806586258 40.654024854515)
50130517,PLAYA BOWLS,Manhattan,493,AVENUE OF THE AMERICAS,10011.0,6465582149,Frozen Desserts,2025-01-15,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,20.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.736305476826,-73.997614826701,102.0,3.0,7100.0,1010619.0,1006080039.0,MN23,POINT (-73.997614826701 40.736305476826)
50132196,AL-AQSA CHINESE,Bronx,1416,UNIONPORT ROAD,10462.0,3474798629,Chinese,2023-07-24,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9.0,A,2023-07-24T00:00:00.000,2026-07-01T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.834900984388,-73.854555336854,209.0,18.0,22200.0,2028969.0,2039330040.0,BX46,POINT (-73.854555336854 40.834900984388)
50086659,TASTY PICKS II,Bronx,89,EAST GUN HILL ROAD,10467.0,7182312230,Sandwiches,2023-02-21,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,24.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.881700258024,-73.87964410776,207.0,11.0,43100.0,2017814.0,2033280125.0,BX43,POINT (-73.87964410776 40.881700258024)
50101746,LA GRAN NAGUA BAKERY,Brooklyn,2926,FULTON STREET,11207.0,7189641698,Bakery Products/Desserts,2026-02-20,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,9.0,A,2026-02-20T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.679248950448,-73.88678531847,305.0,37.0,117000.0,3000000.0,3039520022.0,BK82,POINT (-73.88678531847 40.679248950448)
50168490,BANH ANH EM,Manhattan,99,3 AVENUE,10003.0,9513475213,Other,2025-05-13,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,129.0,N,,2026-07-01T06:00:14.000,Pre-permit (Non-operational) / Initial Inspection,40.732346908311,-73.987854743471,103.0,2.0,4000.0,1079847.0,1004680007.0,MN22,POINT (-73.987854743471 40.732346908311)
40572494,BURGER KING,Queens,33-10,ASTORIA BOULEVARD,11103.0,7186265632,Hamburgers,2025-09-22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,21.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.769681413602,-73.916238646741,401.0,22.0,6501.0,4009294.0,4006310026.0,QN70,POINT (-73.916238646741 40.769681413602)
50073827,WOLF & LAMB STEAKHOUSE,Manhattan,16,EAST   48 STREET,10017.0,2123171950,Jewish/Kosher,2025-10-09,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,11.0,A,2025-10-09T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.756891697858,-73.977220122628,105.0,4.0,9400.0,1035423.0,1012830061.0,MN17,POINT (-73.977220122628 40.756891697858)
50013810,THE LOCAL,Queens,41-04,31 AVENUE,11103.0,9178326797,American,2024-09-11,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2024-09-11T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.760865189009,-73.916155922433,401.0,22.0,15500.0,4011191.0,4006790039.0,QN70,POINT (-73.916155922433 40.760865189009)
50140086,HENRY & THE LIONS,Manhattan,405,WEST   23 STREET,10011.0,2128887779,American,2023-08-17,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,56.0,,,2026-07-01T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.746705393524,-74.001826152527,104.0,3.0,9300.0,1077236.0,1007217501.0,MN13,POINT (-74.001826152527 40.746705393524)
41582839,SUBWAY,Queens,205-12,NORTHERN BOULEVARD,11361.0,7184282177,Sandwiches,2022-11-22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2022-11-22T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Re-inspection,40.758062432505,-73.777921818943,411.0,19.0,146300.0,4156612.0,4073010022.0,QN46,POINT (-73.777921818943 40.758062432505)
50047519,POULETTE,Manhattan,304,EAST   49 STREET,10017.0,3474200714,French,2022-12-01,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,11.0,A,2022-12-01T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Re-inspection,40.754059807204,-73.968569369578,106.0,4.0,9000.0,1038933.0,1013410149.0,MN19,POINT (-73.968569369578 40.754059807204)
50101404,BAGEL PUB 7TH AVE,Brooklyn,57,7 AVENUE,11217.0,9177545252,Bagels/Pretzels,2026-04-10,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,2026-04-10T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.675829888705,-73.974511610981,306.0,39.0,15900.0,3024417.0,3010590001.0,BK37,POINT (-73.974511610981 40.675829888705)
50148333,YGF MALATANG,Manhattan,92,3 AVENUE,10003.0,6468608838,Chinese,2024-09-04,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,44.0,,,2026-07-01T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.732168514915,-73.988009929002,103.0,2.0,4200.0,1009022.0,1005580032.0,MN22,POINT (-73.988009929002 40.732168514915)
50144746,THAI TIME,Manhattan,219,EAST   23 STREET,10010.0,6466785390,Thai,2024-01-25,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,53.0,,,2026-07-01T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.738568599511,-73.982516552582,106.0,2.0,6400.0,1019773.0,1009040012.0,MN21,POINT (-73.982516552582 40.738568599511)
50137598,THE BUREAU CAFE,Brooklyn,279,NOSTRAND AVENUE,11216.0,6177178173,Coffee/Tea,2024-02-26,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11.0,A,2024-02-26T00:00:00.000,2026-07-01T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.68922237953,-73.951324307032,303.0,36.0,25100.0,3338668.0,3017890001.0,BK75,POINT (-73.951324307032 40.68922237953)
41634226,ROSE HOOKAH LOUNGE,Queens,23-52,STEINWAY STREET,11105.0,6462872713,Middle Eastern,2025-09-25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,24.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.769906986946,-73.909664076543,401.0,22.0,11700.0,4015722.0,4008030065.0,QN72,POINT (-73.909664076543 40.769906986946)
50138819,ISLAND GRILL,Manhattan,576,W 125TH ST,10027.0,9174539733,Caribbean,2023-12-27,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,22.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.815272619787,-73.95794782429,109.0,7.0,21100.0,1059689.0,1019800075.0,MN09,POINT (-73.95794782429 40.815272619787)
50002280,DIMES,Manhattan,143,DIVISION STREET,10002.0,2122409410,American,2025-04-17,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,9.0,A,2025-04-17T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.714508955951,-73.990967453353,103.0,1.0,600.0,1003602.0,1002830077.0,MN28,POINT (-73.990967453353 40.714508955951)
50088036,YUM YUM TOO,Manhattan,662,9 AVENUE,10036.0,2039939934,Thai,2025-10-06,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,52.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.761073848253,-73.990683161327,104.0,3.0,12700.0,1025038.0,1010370001.0,MN15,POINT (-73.990683161327 40.761073848253)
50166752,PENELOPE MEXICAN BISTRO,Brooklyn,338,FRANKLIN AVENUE,11238.0,7184838105,Mexican,2025-04-24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2025-04-24T00:00:00.000,2026-07-01T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.687547577497,-73.956961373756,303.0,35.0,23300.0,3056315.0,3019670041.0,BK75,POINT (-73.956961373756 40.687547577497)
